patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
9037682,2015-05-19,28,B2,System and methods for preventing interruptions due to battery drain during streaming media sessions between devices,"A cloud server intermediates in a streaming media session from a source to a receiving device for a media content. Upon determining that time remaining to complete the streaming media session for the media content is greater than time of remaining battery power for the source, the cloud server redirects the streaming media session to the receiving device. The cloud server may detect that the remaining source battery power is below a threshold and obtain a compressed data file, compressing at least a remaining portion of the media content in response to determining that time remaining to complete the streaming media session is greater than time of remaining battery power for the source. The cloud server may send or receive a pointer along with the compressed data file that indicates a position within the media content at which to resume the streaming media session.",9037682
9038195,2015-05-19,15,B2,Accessing a cloud-based service using a communication device linked to another communication device via a peer-to-peer ad hoc communication link,"Arrangements described herein relate to accessing a cloud based service. Responsive to a user of a first communication device initiating access to the cloud based service via the first communication device, a prompt for a valid password to be entered to access the cloud based service can be received by the first communication device. Responsive to the valid password required to access the cloud based service not being stored on the first communication device, the first communication device can automatically retrieve the valid password from a second communication device via a peer-to-peer ad hoc communication link between the first communication device and the second communication device. The valid password can be automatically provided, by the first communication device, to a login service for the cloud based service to obtain access by the first communication device to the cloud based service.",9038195
9043069,2015-05-26,13,B1,Methods and systems for scan matching approaches for vehicle heading estimation,"Methods and devices for estimating a heading of a target vehicle are disclosed. An example method may include determining a first point cloud representative of a location of a target vehicle at a first time period and a second point cloud representative of the location of the target vehicle at a second time period. Using a computing device, an initial comparison between the first point cloud and the second point cloud may be determined based on an estimate of a speed for the target vehicle and a time difference between the first time period and the second time period. Additionally, the initial comparison may be revised based on a minimization of a distance between points of the first point cloud and corresponding points of the second point cloud. An estimate of a heading of the target vehicle may then be determined based on the revised comparison.",9043069
9043398,2015-05-26,3,B2,Detection and prevention of unwanted content on cloud-hosted services,"The problem of abuse of privileges at cloud-hosted service sites is addressed at the sign-up stage by identifying suspicious or abusive users and preventing them from signing up in the first place. This approach may utilize a relatively small initial data set based on the recognition that while abusers' profiles are mutable and difficult to characterize stably—abusers will deliberately shift their usage patterns to evade detection—a site's legitimate users tend to have similar and stable characteristics; that is, such characteristics are “cohesive” across cloud-hosted service (e.g., social media) sites and their users. The information gleaned from analysis of this small data set can be applied to a much larger, unsorted data set to obtain profiling criteria based on a large population for statistical reliability.",9043398
9046898,2015-06-02,208,B2,Power-preserving communications architecture with long-polling persistent cloud channel for wireless network-connected thermostat,"Provided according to one or more embodiments herein are methods, systems and related architectures for facilitating network communications between a wireless network-connected thermostat and a cloud-based management server in a manner that promotes reduced power usage and extended service life of a rechargeable battery of the thermostat, while at the same time accomplishing timely data transfer between the thermostat and the cloud-based management server for suitable and time-appropriate control of an HVAC system. The thermostat further comprises powering circuitry configured to: extract electrical power from one or more HVAC control wires in a manner that does not require a “common” wire; supply electrical power for thermostat operation; recharge the rechargeable battery (if needed) using any surplus extracted power; and discharge the rechargeable battery to assist in supplying electrical power for thermostat operation during intervals in which the extracted power alone is insufficient for thermostat operation.",9046898
9047348,2015-06-02,11,B2,Event correlation in cloud computing,"The present invention pertains to cloud computing systems and handling of events that occur in the cloud. A correlation system obtains and analyzes various events to obtain comprehensive information about the behavior of the cloud. An event repository receives and maintains time-stamped events, which may be obtained from the cloud itself or from external sources reporting on the cloud. A query engine is employed to select, filter and aggregate events from the event repository. The query engine may take into account metadata which describes relationships between different parts of the cloud. Results from the query engine may be presented on a display or otherwise reported. Using such information, the system may fix known problems or change certain parameters to improve the cloud computing process.",9047348
9052721,2015-06-09,33,B1,Method for correcting alignment of vehicle mounted laser scans with an elevation map for obstacle detection,"Methods and systems for alignment of light detection and ranging (LIDAR) data are described. In some examples, a computing device of a vehicle may be configured to compare a three-dimensional (3D) point cloud to a reference 3D point cloud to detect obstacles on a road. However, in examples, the 3D point cloud and the reference 3D point cloud may be misaligned. To align the 3D point cloud with the reference 3D point cloud, the computing device may be configured to determine a planar feature in the 3D point cloud of the road and a corresponding planar feature in the reference 3D point cloud. Further, the computing device may be configured to determine, based on comparison of the planar feature to the corresponding planar feature, a transform. The computing device may be configured to apply the transform to align the 3D point cloud with the reference 3D point cloud.",9052721
9055062,2015-06-09,8,B1,Per-user wireless traffic handling,"A method and system for accessing a wireless local area network are provided. The method and system include receiving, from a wireless client device, an authentication request comprising credentials for a user account of a cloud-based service and forwarding the authentication request to a server associated with the cloud-based service for authentication of the credentials. An authentication response and a configuration profile associated with the user account of the cloud-based service is received from the server. The authentication response is forwarded to the wireless client device. An association request is received from the wireless client device and the wireless client device is associated with the wireless local area network in response to the association request. The association of the wireless client device with the wireless local area network is configured according to the received configuration profile associated with the user account.",9055062
9056395,2015-06-16,46,B1,Construction zone sign detection using light detection and ranging,"Methods and systems for construction zone sign detection are described. A computing device may be configured to receive a 3D point cloud of a vicinity of a road on which a vehicle is travelling. The 3D point cloud may include points corresponding to light reflected from objects in the vicinity of the road. The computing device may be configured to determine a set of points representing an area at a given height from a surface of the road, and estimate a shape associated with the set of points. Further, the computing device may be configured to determine a likelihood that the set of points represents a construction zone sign, based on the estimated shape. Based on the likelihood, the computing device may be configured to modify a control strategy associated with a driving behavior of the vehicle; and control the vehicle based on the modified control strategy.",9056395
9059910,2015-06-16,62,B1,Pre-configuration of a cloud-based computer,"Various example embodiments are disclosed herein. According to an example embodiment, a method may include receiving by a second computer a customization application, the customization application including a control panel to establish user preferences for a user account of the cloud-based service and/or system settings for the first computer; receiving by the second computer an input to the customization application to establish one or more user preferences for the user account and/or one or more system settings for the first computer; and transmitting from the second computer to a server associated with the cloud-based service the one or more user preferences and a username for the user account and/or the system settings for the first computer.",9059910
9098530,2015-08-04,5,B2,Scalable rendering of large spatial databases,"Aspects of the invention provide a service for data management and integration across a wide range of applications. Clustered computers may be arranged in a cloud-type configuration for storing and handling large amounts of user data under the control of a front-end management server. Communities of distributed users may collaborate on the data across multiple enterprises. Very large tabular data files are uploaded to the storage facilities. The data files are maintained as tables, and a composite table of related information is created and maintained in response to user queries. Different ways of visualizing the data are provided. Depending on the amount of information that can be displayed, features in a spatial index may the thinned for presentation. Spatial and structured queries are processing and results are intersected to obtain information for display.",9098530
9098754,2015-08-04,7,B1,Methods and systems for object detection using laser point clouds,"Methods and systems for object detection using laser point clouds are described herein. In an example implementation, a computing device may receive laser data indicative of a vehicle's environment from a sensor and generate a two dimensional (2D) range image that includes pixels indicative of respective positions of objects in the environment based on the laser data. The computing device may modify the 2D range image to provide values to given pixels that map to portions of objects in the environment lacking laser data, which may involve providing values to the given pixels based on the average value of neighboring pixels positioned by the given pixels. Additionally, the computing device may determine normal vectors of sets of pixels that correspond to surfaces of objects in the environment based on the modified 2D range image and may use the normal vectors to provide object recognition information to systems of the vehicle.",9098754
9143400,2015-09-22,19,B1,Network gateway configuration,"Methods, systems, and computer program products for configuring network devices, such as home network gateways, in order to provide visitors with network access are disclosed. An exemplary method of configuring a network gateway includes providing to a nearby user a first level of access through the network gateway to access a cloud-based service provider in a remote network, receiving a configuration setting associated with the nearby user from a cloud-based configuration provider, and reconfiguring the network gateway in accordance with the received configuration setting to provide a second level of access to the nearby user, wherein the second level of access is configured within an estimated unused service capacity of the network gateway. Corresponding system and computer program products are also described.",9143400
9160786,2015-10-13,21,B1,Method for media sharing based on location proximity,"Methods, systems, and computer programs are presented for sharing songs stored on a cloud music storage. One method includes identifying a first user and a second user who are connected to their respective music accounts and identifying the configuration data for each of the first and second users. The configuration data identify sharing privileges as respectively defined by the first and second users. The method also includes monitoring the location proximity between the first user and second user and initiating the sharing privileges for certain songs between the first and second users when the monitored location proximity changes to be within a distance threshold. A notification to the first user is provided when the sharing privileges of the second user identify songs that are sharable with the first user.",9160786
9166964,2015-10-20,6,B2,Secure challenge system for verifying access rights to media content,"Described is a technique for securely verifying access rights to a media file stored on a user device. By verifying the access rights to the media file, a server may provide access to a licensed version of the media from a media library in a remote location such as server for a cloud-based service. When a media file is confirmed to be available in a media library, a cryptographic a hash function that incorporates a random value or “salt” is used to verify that a user is in possession of an entire media file. Accordingly, the techniques described herein improve the security for verifying that a user is in possession of a media file by preventing the use of pre-calculated hashes.",9166964
9177255,2015-11-03,32,B1,Cloud systems and methods for determining the probability that a second application is installed based on installation characteristics,"A method for providing a conditional scored list of applications for use in recommending applications includes storing on a cloud computing service a conditional probability table across a set of available applications provided by the cloud computing service. The cloud computing service receives a request to provide a scored list of applications for a user, retrieves a set of user-installed applications for the user, and calculates a total conditional probability for each application in the set of available applications. The cloud computing service then constructs the scored list of applications from the set of available applications, where a score of each application is its corresponding total conditional probability, and outputs the scored list of applications.",9177255
9185742,2015-11-10,47,B2,System and methods for a cloud based wireless personal area network service enabling context activity handoffs between devices,"A system includes a cloud server component, operative to associate a plurality of devices with a single network identifier and define a network including each device. The cloud server component obtains and stores a device profile for each device, maintains a database including the stored device profiles and that has context activity information for each device, and receives updates of the context activity information from each device. A service module installed on each device of the network communicates with the cloud server component and is operative to monitor a respective device for context activity changes, provide updates of the respective device context activity to the cloud server component, and perform a context activity handoff with any one of the devices of the network that is a context active device, in response to context activity changes or status changes of the context active device recorded in the database.",9185742
9193355,2015-11-24,54,B2,Construction zone sign detection using light detection and ranging,"Methods and systems for construction zone sign detection are described. A computing device may be configured to receive a 3D point cloud of a vicinity of a road on which a vehicle is travelling. The 3D point cloud may include points corresponding to light reflected from objects in the vicinity of the road. The computing device may be configured to determine a set of points representing an area at a given height from a surface of the road, and estimate a shape associated with the set of points. Further, the computing device may be configured to determine a likelihood that the set of points represents a construction zone sign, based on the estimated shape. Based on the likelihood, the computing device may be configured to modify a control strategy associated with a driving behavior of the vehicle; and control the vehicle based on the modified control strategy.",9193355
9199641,2015-12-01,46,B2,Construction zone object detection using light detection and ranging,"Methods and systems for construction zone object detection are described. A computing device may be configured to receive, from a LIDAR, a 3D point cloud of a road on which a vehicle is travelling. The 3D point cloud may comprise points corresponding to light reflected from objects on the road. Also, the computing device may be configured to determine sets of points in the 3D point cloud representing an area within a threshold distance from a surface of the road. Further, the computing device may be configured to identify construction zone objects in the sets of points. Further, the computing device may be configured to determine a likelihood of existence of a construction zone, based on the identification. Based on the likelihood, the computing device may be configured to modify a control strategy of the vehicle; and control the vehicle based on the modified control strategy.",9199641
9204345,2015-12-01,22,B1,Socially-aware cloud control of network devices,"Methods, systems, and computer program products for socially-aware cloud-based control of a network device are disclosed. An embodiment includes operating the network gateway to provide, to a visitor, a first level of access to a network; determining at least one relationship between the visitor and an owner of the network gateway, wherein the relationship is determined between a cloud-based identity of the visitor and a cloud-based identity of the owner; and reconfiguring the network gateway to provide a second level of access to the network to the visitor, wherein the second level of service is based upon the determined at least one relationship.",9204345
9205886,2015-12-08,8,B1,Systems and methods for inventorying objects,"The present application discloses systems and methods for inventorying objects. In one embodiment, a robot detects an object and sends identification data and location data associated with the detected object to a cloud computing system. The identification data may include an image of the object and/or information from a tag, code, or beacon associated with the object. In response to receiving the identification data and the location data, the cloud computing system identifies the object. The cloud computing system may also determine or create a first map associated with the identified object and a second map associated with the identified object. The first map may be associated with the current location of the object and the second map may correspond to a past location of the object. The cloud computing server may compare the first and second maps, and then send instructions to the robot based on the comparison.",9205886
9207680,2015-12-08,9,B1,Estimating multi-vehicle motion characteristics by finding stable reference points,"A computing device may identify an object in an environment of a vehicle and receive a first three-dimensional (3D) point cloud depicting a first view of the object. The computing device may determine a reference point on the object in the first 3D point cloud, and receive a second 3D point cloud depicting a second view of the object. The computing device may determine a transformation between the first view and the second view, and estimate a projection of the reference point from the first view relative to the second view based on the transformation so as to trace the reference point from the first view to the second view. The computing device may determine one or more motion characteristics of the object based on the projection of the reference point.",9207680
9208676,2015-12-08,239,B2,"Devices, methods, and associated information processing for security in a smart-sensored home","This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security objectives.",9208676
9225707,2015-12-29,6,B1,Cloud computing and integrated cloud drive,"A method includes receiving, by an orchestrator component from a client computer, a request to activate an application in a cloud. The orchestrator component is a part of a cloud computing infrastructure hosted on a network connected to the client computer. The request to activate the application includes user credentials for access to user accounts including a user account with a cloud storage that stores a file for the user. The method further includes sending, by the orchestrator component to an application VM executing an instance of the application in the cloud, the user credentials specifically for access by the application VM to the user's account with the cloud storage drive. The method additionally includes using the user credentials to access the file stored in the cloud storage as and when needed for processing the file by the instance of the application executing in the application VM in the cloud.",9225707
9225741,2015-12-29,10,B1,Detection and prevention of unwanted content on cloud-hosted services,"The problem of abuse of privileges at cloud-hosted service sites is addressed by associating each user, preferably across multiple cloud-hosted service sites, with an individual “suspiciousness” score that may vary over time as additional user actions are detected and evaluated. Knowledge of the user is employed to better analyze the appropriateness or acceptability of user actions on the site.",9225741
9233299,2016-01-12,13,B2,Cloud-based multi-player gameplay video rendering and encoding,"Generating in real-time multiple gameplay videos in a cloud computing network of a mobile game played on multiple mobile devices is disclosed. A cloud-based video system of the cloud computing network receives gameplay state information of the mobile game played on the multiple mobile devices, where the gameplay state information associated with a mobile device describes the states of the mobile game while the game is played on the mobile device. The video system generates a gameplay map comprising the gameplay observed by the multiple mobile devices. Responsive to a viewer or a virtual director selecting the gameplay associated with a mobile device, the video system generates a gameplay video of the mobile game associated with the mobile device based on encoded audio frames and video frames of the mobile game played on the mobile device.",9233299
9239711,2016-01-19,20,B1,Run benchmark or analysis tools against massive repository of archived webpages on machines in the cloud for continuous builds or AD-HOC requests,A system and method for selecting the number of machines from a cloud cluster needed for performing identical tasks with different inputs and outputs are disclosed. An example method receives an administrative task request from a user and determines the number of computing devices necessary to perform the request. The request may then be sharded into tasks across clusters of computing devices and the tasks may be run. The results from each computing device may be combined into a single result output and the output may be provided to a user.,9239711
9239846,2016-01-19,58,B2,Sharing and synchronizing electronically stored files,"Aspects of the present disclosure are directed to architectures, methods and systems and structures that facilitate the sharing and synchronization of electronically stored files among and between cloud entities and a number of computers, systems, devices and/or users. One particular exemplary architectural aspect includes the concurrent determination of file system changes within a cloud file system and a client file system, the serial ordering of necessary file system operations in response to the determined file system changes, and the concurrent execution of file system operations such that the cloud file system and the client computer file system are synchronized.",9239846
9244934,2016-01-26,58,B2,Sharing and synchronizing electronically stored files,"Aspects of the present disclosure are directed to architectures, methods and systems and structures that facilitate the sharing and synchronization of electronically stored files among and between cloud entities and a number of computers, systems, devices and/or users. One particular exemplary architectural aspect includes the serial processing and ordering of work items associated with file system changes such that correct parallel execution of the work items may proceed resulting in the synchronization of the cloud file system and the client computer file system.",9244934
9285230,2016-03-15,14,B1,Methods and systems for detecting road curbs,"Methods and systems for detecting road curbs are described herein. A vehicle's computing system may receive point clouds collected in an incremental order as the vehicle navigates a path. The point clouds may include data points representative of the vehicle's environment at a given timepoint and include associated position information indicative of the vehicle's position at the timepoint. Based on the associated position information in the point clouds, the computing system may process the point clouds into a dense point cloud representation and may determine features of the representation. The computing system may provide the features to a classification system that is configured to output an estimate of whether the features are representative of a road curb. Based on the output of the classification system, the computing system may determine whether the given data points represent one or more road curbs in the vehicle's environment.",9285230
9292319,2016-03-22,20,B2,Global computing interface,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for implementing a global computing interface. One of the methods includes maintaining a global database of virtual machine configuration information, the database including information on cloud computing resources in each of a plurality of regions, wherein each region of the plurality of regions includes one or more datacenters. A virtual machine image is received in a first region. The global database is updated with configuration information about the received virtual machine image that is stored in the first region. A request is received to start one or more virtual machines from the virtual machine image in a second different region, and the virtual machine image is transmitted from the first region to the second region and one or more virtual machines are started from the virtual machine image in a datacenter of the second different region.",9292319
9300610,2016-03-29,11,B2,System and method for selecting a file stored on a cloud server,A system and a method are disclosed for selecting a file stored on a cloud server. A connection is established to a cloud server. A list of files stored on the cloud server is received. The list provided for display in a graphical user interface of an electronic messaging application. A user selection of a file from the list of files is received and the selected file is transferred from the cloud server in response to receiving the selection of the file. The transferred file is then attached to an electronic message.,9300610
9305241,2016-04-05,8,B2,Systems and methods for reducing a data set,"Systems and methods for reducing a point cloud data set are provided. According to aspects of the present disclosure, a method includes receiving a point of a point cloud data set, the point having three-dimensional coordinates. The point's coordinates are mapped to a location to determine whether a different point's coordinates have already been mapped to the location. The point is discarded when a different point's coordinates have been mapped to the location.",9305241
9317522,2016-04-19,16,B2,Saving files from third-party systems directly to a cloud storage system,"A method for saving a file stored on a third-party system directly to a cloud storage system includes providing a third-party system with an embeddable user interface for saving a plurality of files stored on the third-party system to a server hosting the cloud storage system. The method further includes receiving at the server a save request from a user on a client computer using the embeddable user interface to select the first file to be stored on the server, where the save request comprises information identifying a first file in the plurality of files. The method further includes authenticating the save request, downloading the first file from the third-party system directly to the server using the information identifying the first file, and saving the first file on the server.",9317522
9317709,2016-04-19,104,B2,System and method for detecting and integrating with native applications enabled for web-based storage,"A cloud storage system provides remote access to a file associated with the cloud storage system. In response to a request to access the file, the cloud storage system identifies applications available to the request generator and capable of accessing the file, which may include both online web-based applications and applications installed on a device with which the user is accessing the file. The cloud storage system determines an application type of an identified application, and provides file access to the identified application based on the application type.",9317709
9336209,2016-05-10,10,B1,Collaborative use and management of modular applications,"A method for providing applications for use within collaborative documents includes storing, on a cloud computing service, a collaborative document accessible by a plurality of collaborators and a plurality of modular applications for a document editing application used by the plurality of collaborators to view the collaborative document, where the plurality of modular applications are usable within the collaborative document. The cloud computing service receives a request from a first collaborator in the plurality of collaborators to activate the use of a first modular application in the plurality of modular applications within the collaborative document, and activates the use of the first modular application within the collaborative document, where the first modular application executes on the cloud computing service and each of the plurality of collaborators may use the first modular application within the collaborative document.",9336209
9336278,2016-05-10,36,B2,User experience and user flows for third-party application recommendation in cloud storage systems,"A cloud computing system identifies when to recommend applications to a user and what recommendations to make. When the user makes a request related to the applications associated with the user, the cloud computing system identifies the subject of the request. The cloud computing system identifies criteria for recommending applications based on the subject, scores applications available to the user based on the identified criteria, and filters applications based on their scores to recommend applications to the user.",9336278
9361287,2016-06-07,12,B1,Non-collaborative filters in a collaborative document,"Systems and methods for viewing filters on a collaborative spreadsheet stored on a cloud computing service include accessing, from each of a plurality of client computers, a first sheet of a spreadsheet stored on a cloud computing service, where a plurality of filters is associated with the first sheet. A first client computer in the plurality of client computers receives a command by a first user to apply a first filter in the plurality of filters to the first sheet, and applies the first filter to the first sheet on the first client computer. The filtered first sheet is displayed to the first user, and a second client computer in the plurality of client computers concurrently displays an unfiltered first sheet.",9361287
9369483,2016-06-14,10,B2,Detection and prevention of unwanted content on cloud-hosted services,"The problem of abuse of privileges at cloud-hosted service sites is addressed by connecting a single individual or “actor” with multiple user accounts and/or other online identities, thereby creating a “consolidated profile.” In this way a confidence level can be established that a particular user account, IP address or other identifying attribute is associated with a particular actor. Different confidence levels may suffice depending on the remediary action to be taken; for example, holding a message for human review is obviously less draconian than rejecting the actor's registration at sign-up, and would therefore require a lower degree of confidence.",9369483
9372858,2016-06-21,10,B1,Systems and methods to present automated suggestions in a document,"A method for providing automated suggestions in a document stored on a cloud computing service includes providing collaborators with access to the document, who may each insert suggested edits into the document. The cloud computing service provides a plurality of suggestion robots for the collaborators to activate within the document, where each suggestion robot has an associated editing objective. The cloud computing service receives a request from a first collaborator to activate a first suggestion robot and activates the robot to present to the first collaborator a plurality of suggested edits of the document according to the editing objective of the robot, where the plurality of suggested edits by the first suggestion robot are displayed with any suggested edits by the one or more collaborators, and the first collaborator may accept or reject each of the plurality of suggested edits of the robot and the collaborators.",9372858
9381436,2016-07-05,4,B2,Mechanism for implementing cloud local area network party service for multi-player content/game environment,"Disclosed is a method for implementing a cloud local area network (C-LAN) for providing a multi-player environment for servicing content to a plurality of client devices including determining a location of a blade for each client device of the plurality of client devices, configuring a service access point for each client device of the plurality of client devices, and initializing the C-LAN using the service access points for each client device of the plurality of client devices, wherein at least two client devices of the plurality of client devices cannot be associated with a same local area network based on their respective internet service providers.",9381436
9384517,2016-07-05,7,B2,Rendering,"This document describes methods, systems and computer program products related to cloud-based rendering. The subject matter of this document is embodied in a method that includes receiving, at a server, information associated with a job of rendering one or more frames at the server, and using, at the server, an application to perform at least a portion of the rendering. The use of the application to perform the rendering bears a charge according to a usage license associated with the application. The method also includes measuring, at the server, an amount of use of the application in performing the rendering for use in determining the charge.",9384517
9390141,2016-07-12,36,B2,Systems and methods for determining application installation likelihood based on probabilistic combination of subordinate methods,"A method for providing a scored list of applications for use in recommending applications to a user includes receiving at a cloud computing service a request to provide a composite scored list of applications for a user, where the cloud computing service provides a set of available applications to each user and receives input data for determining the composite scored list of applications. The cloud computing service initializes a plurality of independent scorers, which each take as input a portion of the input data and outputs a scored list of applications, and normalizes the scored list of applications outputted by each independent scorer. The cloud computing service constructs the composite scored list of applications, where the composite scored list of applications is a function of the normalized scored list of applications and a weighting value assigned to each independent scorer, and outputs the composite scored list of applications.",9390141
9397993,2016-07-19,12,B1,System and method for accessing modular applications,"A method and system for providing modular application for use within a cloud-based file includes storing on a cloud computing service a link to a modular application configured to be used with a cloud-based file, receiving a request to access the link to the modular application, determining whether the request source is associated with the cloud computing service, and providing an option to access the requested modular application. The option can be for a trial of the modular application or to create a cloud-based file using the modular application.",9397993
9399290,2016-07-26,19,B2,Enhancing sensor data by coordinating and/or correlating data attributes,"A method includes receiving first sensor data acquired by a first sensor in communication with a cloud computing system. The first sensor data has a first set of associated attributes including a time and a location at which the first sensor data was acquired. The method also includes receiving second sensor data acquired by a second sensor in communication with the cloud computing system. The second data has a second set of associated attributes including a time and a location at which the second sensor data was acquire. Further, the method includes generating a data processing result based at least in part on the first sensor data, the first set of associated attributes, the second sensor data, and the second set of associated attributes and instructing a robot in communication with the cloud computing system to perform a task based at least in part on the data processing result.",9399290
9406341,2016-08-02,9,B2,Audio file processing to reduce latencies in play start times for cloud served audio files,"Methods, systems, and computer programs are presented for managing audio files of a user to reduce latencies in play start times on local devices. The audio files are stored on cloud storage managed by a server. One method includes processing a plurality of audio files associated with a user, where the processing is configured to create audio snippet files from each of the plurality of audio files. The audio snippet files representing a beginning part of each of the plurality of audio files. The method also includes transmitting the audio snippet files to a client device and detecting a request from the client to begin playing a first audio file from the plurality of audio files of the user. The first audio file being stored on the cloud storage managed by the server.",9406341
9413739,2016-08-09,9,B1,System and method for identification and consolidation of related concurrent document sessions,"A cloud computing system identifies opportunities for users to collaborate on a file. Collaboration opportunities are identified based on similarity of separate files that different users are associated with, and on relationships or similarities between the different users. If users associated with the separate files agree to collaborate, the users may be placed in a single editing session regarding a file having content from at least one of the separate files.",9413739
9417704,2016-08-16,14,B1,Gesture onset detection on multiple devices,"Implementations of the disclosed subject matter provide techniques for improved identification of a gesture based on data obtained from multiple devices. A method may include receiving an indication of an onset of a gesture, from a first device, at a gesture coordinating device. Next, first subsequent data describing the gesture may be received from a second device, at the gesture coordinating device. Based on the indication and the first subsequent data, the gesture may be identified. In response to identification of the gesture, an action may be performed based on the gesture identified. In some cases, the gesture coordinating device may be a cloud-based device.",9417704
9430578,2016-08-30,107,B2,System and method for anchoring third party metadata in a document,"Systems and methods disclosed herein relate to a method of storing metadata for a file on a cloud based storage system. A server may receive a request from a third party application to store metadata for a file. The server may determine a metadata type based on the request. The server may associate the metadata value with an application identifier. The application identifier may identify a third party application. The server may store the metadata value based on the determined metadata type. The stored metadata may be associated with the application identifier and the stored metadata value may include information related to an anchor. The anchor may be an attribute of the file, and anchor can change respectively as the attribute changes.",9430578
9460179,2016-10-04,5,B1,Systems and methods for providing adaptive visualization of synchronization of multiple files,"A system and method for synchronizing files to a cloud storage service provides an adaptive visual display that offers details of the synchronization process of each file being synchronized. Information included in the display can include details of the progress and status of the file synchronization for a particular file, as well as a group of files. Files being actively synchronized are locked in the display for the user view. Files that are not actively synchronized may scroll in the display so that the user can view information about multiple files being synchronized during a given synchronization.",9460179
9461870,2016-10-04,78,B2,Systems and methods for providing third-party application specific storage in a cloud-based storage system,Systems and methods for providing a dedicated storage directory for third-party applications in a cloud storage system may include allocating a user specific and application specific directory for the third-party application and controlling access to the directory. The directory may be used to store application data associated with the third-party application. The directory is made available to the respective third-party application and may be hidden from view from other applications and users.,9461870
9465668,2016-10-11,25,B1,Adaptive ownership and cloud-based configuration and control of network devices,"Methods, systems, and computer program products for cloud-based adaptive configuration and control of a network device include, detecting an access by a user through the network device to a cloud-based service; and responsive to the detected access, configuring the network device to be controlled by the user via a cloud-based configuration controller. Further implementations include, receiving a configuration request from the network device, wherein the configuration request includes access information pertaining to an access made by a user to a cloud-based service; determining a cloud-based identity of the user based upon the received access information; associating the cloud-based identity with an ownership identifier; forming one or more instructions to configure the network device with the ownership identifier as an owner of the network device; and transmitting the one or more instructions to the network device.",9465668
