patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
10747575,2020-08-18,23,B2,System and method for providing a dynamic cloud with subnet administration (SA) query caching,"A system and method support can subnet management in a cloud environment. During a virtual machine migration in a cloud environment, a subnet manager can become a bottleneck point that delays efficient service. A system and method can alleviate this bottleneck point by ensuring a virtual machine retains a plurality of addresses after migration. The system and method can further allow for each host node within the cloud environment to be associated with a local cache that virtual machines can utilize when re-establishing communication with a migrated virtual machine.",10747575
10761682,2020-09-01,9,B2,Electronic presentation repository and interface,"Embodiments of the invention include techniques for storing and managing repositories of electronic presentation documents. Presentation storage repositories may be implemented in various storage systems including individual computer servers, distributed storage networks, cloud-based storage systems, and the like. Presentation search interfaces may support various searching and customization capabilities. Search interface and search engine components may be implemented to receive search requests from client devices, retrieve electronic presentation data from one or more storage repositories, and generate customized search results based on the retrieved electronic presentation data. Search and presentation capabilities may include storing user-specific selections of presentation cover slides, and then retrieving and/or generating user-specific thumbnails for search results interfaces. Additionally, presentation access and usage statistics may be tracked and stored within the storage repository and may be incorporated into the customized searching and presentation capabilities.",10761682
10762079,2020-09-01,25,B2,System and method for managing a blockchain cloud service,"In accordance with an embodiment, described herein is a system and method for implementing a distributed ledger a blockchain cloud service. The blockchain cloud service can include nodes of the distributed ledger and a management console component. The management console component can include a web application running in a script runtime environment, a plurality of backend of APIs for communicating with various nodes of the blockchain cloud service, and a plurality of client APIs configured to be invoked by a client application. The plurality of client APIs uses one or more of the plurality of backend APIs in provisioning the distributed ledger as a blockchain cloud service, and in managing the managing the blockchain cloud service.",10762079
10764273,2020-09-01,305,B2,Session synchronization across multiple devices in an identity cloud service,"Embodiments provide session synchronization across multiple user devices in a cloud-based identity and access management (IAM) system by authenticating the user into an application on a first device; receiving a first request by a single-sign-on (SSO) service of the IAM system from the first device to enroll the first device in a circle of trust (CoT) device group associated with the user, where a second device of the user is already enrolled in CoT; sending a push notification to the second device to obtain user consent to enroll the first device in CoT, where the second device obtains user consent and sends a consent token to the first device; receiving a second request including the consent token from the first device; verifying the consent token; enrolling the first device in CoT; and performing SSO session synchronization across devices enrolled in CoT.",10764273
10778542,2020-09-15,73,B2,Rule based subscription cloning,"Aspects of the present invention relate to techniques for providing a user with access to a service provided by a cloud infrastructure system based on an existing service. A user may be provided with a clone subscription based on a base subscription to an existing service provided by the cloud infrastructure system. A clone subscription can provide the user with an environment (e.g., a service) that is designated for one use (e.g., development and testing) different from another use (e.g., production) designed for a base subscription. Changes made to a base subscription may be propagated to the clone subscription based on rules. A clone subscription can be modified to vary the clone configuration independently from the base configuration.",10778542
10789050,2020-09-29,34,B2,Stage file objects in a visual design tool for integration development,"Described herein are systems and methods for providing stage file objects in a visual design tool for integration development. The integration can be developed on a cloud based integration service that can receive, via a visual development tool interface, selection of a stage file object for insertion into an integration flow. The cloud based integration service can also receive a selection of a type value for the stage file object. The scope for the stage file object can be determined, and the stage file object can be displayed in the integration flow based on the type value and the scope.",10789050
10798165,2020-10-06,306,B2,Tenant data comparison for a multi-tenant identity cloud service,"Embodiments replicate resources in a multi-tenant cloud system. Embodiments receive a master resource, associated with a master account of the cloud system to be replicated, where the master resource includes a master JavaScript Object Notation (“JSON”) object and includes a plurality of master attributes. Embodiments generate a master resource metadata JSON by calculating hash values for each of the master attributes to generate master attribute level hashes and by calculating an aggregate of all of the hash values to generate a master resource level hash. Embodiments store each master attribute of the master JSON object in a separate column of a master database table associated with the master account and store the master resource metadata JSON is in a separate hash column of the master database table. Embodiments replicate the master JSON object to create a replicated JSON object including a plurality of replicated attributes.",10798165
10805350,2020-10-13,2,B2,System and method for providing security services using a configuration template in a multi-tenant environment,"In accordance with an embodiment, described herein is a system and method for providing security services using a security configuration template in a multi-tenant environment. The system can load a security configuration template in memory when the multi-tenant environment starts, and can use the security configuration template to create a multi-headed tree to represent tenant-specific security configurations. Each head of the multi-headed tree can represent a root node of either the security configuration template or a tenant-specific security configuration. Each tenant-specific security configuration can reuse one or more nodes in the security configuration template by referencing those nodes, and can include one or more new nodes created from the security configuration template by replacing each placeholder therein with tenant-specific values. By creating tenant-specific security configurations on the fly in memory, the system can simplify the tenant onboarding process and save precious computing and storage resources, e.g., in a cloud environment.",10805350
10810229,2020-10-20,11,B2,Database replication based on data access scores,"Techniques described herein relate to data replication processes, data migration, and other data transfers between physical storage devices. Embodiments include calculating data access metrics for particular database objects, and initiating data replication processes and/or other data transfers for determined subset of the database objects based on the access metrics for the subsets of database objects. Data access metrics may be determined for particular database objects stored within a database, cloud-based storage, or other physical storage device, or across multiple storage devices. Based on the data access scores of various database objects, a replication engine or other data transfer system may determine particular subsets of database objects to be replicated, and then may initiate a replication process or other data transfer process.",10810229
10817803,2020-10-27,169,B2,Data driven methods and systems for what if analysis,"Techniques are described for applying what-f analytics to simulate performance of computing resources in cloud and other computing environments. In one or more embodiments, a plurality of time-series datasets are received including time-series datasets representing a plurality of demands on a resource and datasets representing performance metrics for a resource. Based on the datasets at least one demand propagation model and at least one resource prediction model are trained. Responsive to receiving an adjustment to a first set of one or more values associated with a first demand: (a) a second adjustment is generated for a second set of one or more values associated with a second demand; and (b) a third adjustment is generated for a third set of one or more values that is associated with the resource performance metric.",10817803
10826975,2020-11-03,11,B2,System and method for providing java cloud services for use with a cloud computing environment,"A system and method for providing JAVA cloud services for use with a cloud computing environment. In accordance with an embodiment, a cloud environment, such as ORACLE Public Cloud (OPC), can include a JAVA cloud services (JCS) infrastructure, which allows a suite of software applications, middleware, and database offerings to be delivered to customers in a self-service, elastically scalable manner. In accordance with an embodiment, the JCS infrastructure can orchestrate, in combination with other cloud environment components, the creating and/or updating of a platform instance of a JAVA cloud service, including provisioning and deployment of the platform instance and/or deployment of software applications, and one or more personality injection or application deployment processing. Additional resources and/or services, such as a database service, can be wired to or otherwise associated with the JAVA cloud service, for use by customer applications that are deployed to the cloud.",10826975
10831789,2020-11-10,399,B2,Reference attribute query processing for a multi-tenant cloud service,"A system performs reference attribute query processing in a multi-tenant cloud-based identity and access management (IAM) system by: receiving a request from a client of the multi-tenant cloud-based IAM system, where the request indicates one or more reference attributes associated with a resource that is persisted in a database of the multi-tenant cloud-based IAM system, and the request indicates one or more filter conditions configured to be applied on the one or more reference attributes; building a query based on the one or more reference attributes and the one or more filter conditions; retrieving resource data by executing the query on a database of the multi-tenant cloud-based IAM system, where the retrieved resource data is associated with the one or more reference attributes and satisfies the one or more filter conditions; and returning the retrieved data to the client of the multi-tenant cloud-based IAM system.",10831789
10834137,2020-11-10,342,B2,Rest-based declarative policy management,"One embodiment performs policy evaluation in a multi-tenant cloud-based identity and access management (“IAM”) system. The embodiment receives a request for an IAM service for a tenant of the multi-tenant cloud-based IAM system, and determines an applicable policy associated with the IAM service. The embodiment determines a policy expression of the applicable policy, where the policy expression includes a reference to an attribute value, and where the reference either includes a function or includes an application programming interface (“API”) of an attribute retriever class. The embodiment obtains the attribute value by invoking the function or by invoking the API of the attribute retriever class. The embodiment evaluates the applicable policy at run-time using at least the obtained attribute value, and performs the IAM service based on the result of the evaluating of the policy.",10834137
10846390,2020-11-24,400,B2,Single sign-on functionality for a multi-tenant identity and data security management cloud service,"A cloud-based identity and access management system that implements single sign-on (“SSO”) receives a first request for an identity management service configured to allow for accessing an application. Embodiments send the first request to a first microservice which performs the identity management service by generating a token. The first microservice generates the token at least in part by sending a second request to a SSO microservice that is configured to provide SSO functionality across different microservices that are based on different protocols. Embodiments then receive the token from the first microservice and provide the token to the application, where the token allows for accessing the application.",10846390
10848543,2020-11-24,445,B2,Security tokens for a multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request from a client for obtaining an access token for a user to access a resource. The system determines, based on the request, a tenancy of the client, a tenancy of the user, and a tenancy of the resource. The system accesses a microservice based on the request, and performs an identity management service by the microservice based on the request, where the identity management service includes generating the access token that identifies the tenancy of the resource and the tenancy of the user.",10848543
10862816,2020-12-08,8,B2,Cloud computing cluster isolation with authentication and automatic configuration deployment,"Systems, methods, and other embodiments associated with cloud computing cluster isolation with strong authentication and automatic configuration deployment are described. In one embodiment, a method includes, in response to receiving an authentication frame through the uncontrolled port, (i) extracting data from the authentication frame for performing authentication, and (ii) parsing the authentication frame to identify a piggybacked virtual network identifier that functions as an instruction to create an isolated connection. If the authentication was successful and the piggybacked virtual network identifier was identified, creating the isolated connection between the controlled port and a virtual network that is identified by the piggybacked virtual network identifier.",10862816
10866884,2020-12-15,13,B2,Stateless injected script debugging,"Debugger requests are for debugging a script injected into a web application during a debug session are received. Each of the debugger requests include the same debug session identifier. A different one of the debugger requests is associated with each of the break points set for debugging the script. For each of the debugger requests: a new stateless debugger node is connected with a single stateless target tester node. Stateless debugger nodes and stateless target tester nodes reside inside of the multi-node cloud system. The script is debugged on the same stateless target tester node while the debugging is controlled from a developer computer system that is outside of the multi-node cloud system. After completion of each of the debugger requests: a current stateless debugger node is disconnected, and state stored in the multi-node cloud system used for servicing a current debugger request is destroyed.",10866884
10868721,2020-12-15,17,B2,System and method for supporting a situational configuration in an application server environment,"In accordance with an embodiment, described herein is a system and method for supporting a situational configuration in an application server environment includes at least one computer having an application server, enterprise, cloud computing, or other computing environment executing thereon, together with one or more managed server instances that operate as part of a domain and a situational configuration file defining server configuration setting changes and an expiration. The server configuration changes are loaded if the one or more managed server instances detect an addition of the situational configuration file or a change in the situational configuration file. The server configuration changes are unloaded if the one or more managed server instances detect deletion of the situational configuration or expiration of the situational configuration.",10868721
10873628,2020-12-22,56,B2,System and method for non-intrusive context correlation across cloud services,"In accordance with an accordance, described herein is a system and method for providing non-intrusive context correlation across a plurality of cloud services in different cloud environments. A cloud service context correlator can be configured with each cloud service, and can pass a common identifier through the cloud services. The cloud service context correlator can identify one or more loggers in a cloud service and their types, and create a log formatter for each logger based on its type to inject the common identifier into log messages generated by the logger. The injected common identifier can correlate log messages from the cloud services, and can be used to search for the correlated log messages in a dashboard of a data visualization tool. The cloud service context correlator does not require code changes for each cloud service, and can be applied to a synchronous or asynchronous representational state transfer (REST) flow.",10873628
8224851,2012-07-17,25,B2,Tag creation system,"A system to create tags for tag cloud displays includes an authentication service to authenticate a user. The system includes a set of valid resources stored in a database system. A tag creation tool permits the authenticated user to create at least one tag that serves to identify a selected resource within the set of valid resources. Each tag includes a weighted value. Each tag may include a public attribute that indicates that the tag is accessible to authenticated users and non-authenticated users. Alternatively, each tag may include a private attribute that indicates that the tag is only accessible to the authenticated user. A user interface displays tags in a tag cloud in accordance with attributes of the tags and weighted values of the tags.",8224851
8261269,2012-09-04,7,B2,System and method for synchronizing transient resource usage between virtual machines in a hypervisor environment,"A system and method for synchronizing transient resource usage between virtual machines, e.g. Java Virtual Machines (JVMs), running within a hypervisor. In accordance with an embodiment, the system allows for synchronizing garbage collection and code optimization to reduce transient processor (cpu) and memory usage. In accordance with an embodiment, the system comprises a computer; a hypervisor for executing virtual servers running JVMs; a communication channel between the virtual servers; wherein each virtual server further comprises non-transient and transient memory and a synchronization module. In accordance with an embodiment the synchronization modules schedule garbage collects and code optimizations to minimize overlaps, thereby reducing the peak transient memory and cpu usage and the resulting volatility of transient resource usage within a computer. In accordance with another embodiment, a cloud manager can move virtual servers between computers to optimize computer volatility within a cloud.",8261269
8266153,2012-09-11,15,B2,Determining and displaying application server object relevance,"In embodiments, the number of references to an object which is deployed into an application server framework may be determined by examining metadata extracted from configuration data sources within a multi-tier application framework. In embodiments, an object relevance value based on the extracted number of references to an object may be associated with the object. In embodiments, the number of references extracted from a data source may be weighted using a weight factor that is associated with the data source. In embodiments, the number of references to a source object may be extracted by traversing a source inheritance hierarchy and parsing the objects within the hierarchy. In embodiments, an object relevance display of a set of objects may be generated based in part on object relevance values of the set of objects. In embodiments, an object relevance display may be a molecular display, a flash tag cloud, and/or a source tree hierarchy.",8266153
8566826,2013-10-22,7,B2,System and method for synchronizing transient resource usage between virtual machines in a hypervisor environment,"A system and method for synchronizing transient resource usage between virtual machines, e.g. Java Virtual Machines (JVMs), running within a hypervisor. In accordance with an embodiment, the system allows for synchronizing garbage collection and code optimization to reduce transient processor (cpu) and memory usage. In accordance with an embodiment, the system comprises a computer; a hypervisor for executing virtual servers running JVMs; a communication channel between the virtual servers; wherein each virtual server further comprises non-transient and transient memory and a synchronization module. In accordance with an embodiment the synchronization modules schedule garbage collects and code optimizations to minimize overlaps, thereby reducing the peak transient memory and cpu usage and the resulting volatility of transient resource usage within a computer. In accordance with another embodiment, a cloud manager can move virtual servers between computers to optimize computer volatility within a cloud.",8566826
8583799,2013-11-12,27,B2,Dynamic cost model based resource scheduling in distributed compute farms,"Systems, methods and apparatuses (i.e., utilities) for use in performing dynamic cost model (DCM)-based scheduling of resources of a distributed computing system (e.g., server farms, computing clouds, and the like). In one arrangement, cost for consumption of a resource or type of resource of the system may be dynamically determined as a function of both a demand for and an availability of the resource. In this regard, changing demand for and/or availability of the resource over time can also adjust a cost for consumption of the resource. For instance, assigning a lower consumption cost to utilizing of a resource in low demand can benefit system operators by realizing increased use on little-used resources as well as users by allowing the users to take advantage of lower usage costs.",8583799
8639787,2014-01-28,20,B2,System and method for creating or reconfiguring a virtual server image for cloud deployment,"A system and method to convert a software application, such as a Java application into a virtual server image that is suitable for cloud deployment. In accordance with an embodiment, the system and method allows for building a hypervisor appliance containing a virtual machine running an application. In particular, the hypervisor appliance can be compatible with any hypervisor for server virtualization and the application virtual machine can be a Java Virtual Machine (JVM).",8639787
8776053,2014-07-08,32,B2,System and method to reconfigure a virtual machine image suitable for cloud deployment,"A system and method for reconfiguring a virtual server image suitable for cloud deployment. In accordance with an embodiment, the system comprises providing a virtual server image, which can be executed on one or a plurality of hypervisors, and which contains a bootable part of a virtual machine, a non-bootable part of the virtual machine, a software application code for a software application, and a software application data for the software application. Information in a virtual server image patch can be used to reconfigure the contents of the virtual server image from its original content to a reconfigured content, to create a reconfigured virtual server image. In a particular embodiment, the virtual machine can be a Java Virtual Machine.",8776053
8850528,2014-09-30,100,B2,Organizing permission associated with a cloud customer in a virtual computing infrastructure,Organizing permissions to authorize a subject to perform an action on an object in a cloud computing environment is described. A plurality of permissions associated with a cloud customer is created. A first set of permissions from the plurality of permissions is associated with one or more objects. Each of the first set of permissions describes an action performed on an object. A second set of permissions from the plurality of permissions is associated with one or more users. Each of the second set of permissions describes an action to be performed by one or more users.,8850528
8856294,2014-10-07,37,B2,System and method for converting a Java application into a virtual server image for cloud deployment,"A system and method to convert a software application, such as a Java application into a virtual server image that is suitable for cloud deployment. In accordance with an embodiment, the system and method allows for building a hypervisor appliance containing a virtual machine running an application. In particular, the hypervisor appliance can be compatible with any hypervisor for server virtualization and the application virtual machine can be a Java Virtual Machine (JVM).",8856294
8938540,2015-01-20,110,B2,Networking in a virtual computing infrastructure,"A cloud computing environment having a plurality of computing nodes is described. Upon receiving authorization, a plurality of virtual machines may be communicated to provide at least one virtual network to service to the plurality virtual machines. Each of the plurality of virtual machines communicates with a virtual network layer at a virtual interface via at least one virtual Ethernet (vEthernet), An IP gateway to a network is provided to the plurality of virtual machines. Communications between the fP gateway and the network are facilitated. Communications between a network control layer and at least one network are routed.",8938540
8972725,2015-03-03,97,B2,Security infrastructure for cloud services,"A framework for handling a secure interaction between components in a cloud infrastructure system that wish to transfer information between each other during processing of a customer's subscription order is described. The framework orders the security zones of components based on security levels and protects the transfer of information between components in security zones with different security levels. The assignment of a component to a security zone is based upon the sensitivity of the data handled by the components, the sensitivity of functions performed by the component, and the like.",8972725
8977679,2015-03-10,110,B2,Launching an instance in a virtual computing infrastructure,"Launching an instance in cloud computing environment having a plurality of computing nodes is described. At a user's home cloud system, a request is received from the user to launch an instance of an object. At the home cloud system, a designated remote cloud system is determined from a federated plurality of remote cloud systems based on the request. The request is translated into a format suitable for the designated remote cloud system. The translated request is communicated to the designated remote cloud system. The instance of the object is launched at the designated remote cloud.",8977679
9015114,2015-04-21,98,B2,Data synchronization in a cloud infrastructure,A synchronization infrastructure that synchronizes data stored between components in a cloud infrastructure system is described. A first component in the cloud infrastructure system may store subscription information related to a subscription order which may in turn be utilized by a second component in the cloud infrastructure system to orchestrate the provisioning of services and resources for the order placed by the customer. The synchronization architecture utilizes transactionally consistent checkpoints that describe the state of the data stored in the components to synchronize the data between these components.,9015114
9021009,2015-04-28,119,B2,Building a cloud computing environment using a seed device in a virtual computing infrastructure,"A cloud computing environment having a plurality of computing nodes is described. A seed device is connected to a network. From the seed device, a launching of a cloud computing management configuration is initiated. The seed device includes a repository of software. From the seed device, software is installed on one of the plurality of computing nodes to run a cloud computing management system. The software is loaded from one of the plurality of computing nodes onto each of the plurality of nodes. A computing node is selected from the plurality of computing nodes, to designate as a master node. Operations of the cloud computing management system is controlled from the master node.",9021009
9032069,2015-05-12,117,B2,Virtualization layer in a virtual computing infrastructure,"A cloud computing environment having a plurality of computing nodes is described. The plurality of computing nodes may be organized into a plurality of clusters, each of the plurality of clusters including a cluster controller. A virtual computing environment is created on each of the plurality of computing nodes. Communication with the virtual computing environment is enabled. An authorization to service a launch plan is received from a user. The launch plan includes at least one instance to launch. Bandwidth information is requested from each of the cluster controllers of the plurality of clusters. A score is computed for each of the plurality of clusters that responded to the requested bandwidth information. The launch plan is assigned to a cluster from the plurality of clusters based on the computed scores.",9032069
9069979,2015-06-30,115,B2,LDAP-based multi-tenant in-cloud identity management system,"A multi-tenant identity management (IDM) system enables IDM functions to be performed relative to various different customers' domains within a shared cloud computing environment and without replicating a separate IDM system for each separate domain. The IDM system can provide IDM functionality to service instances located within various different customers' domains while enforcing isolation between those domains. A cloud-wide identity store implemented as a single LDAP directory can contain identity information for multiple customers' domains. This single LDAP directory can store identities for entities for all tenants, in separate partitions or subtrees of the LDAP directory, each such partition or subtree being dedicated to a separate identity domain for a tenant. Components of the cloud computing environment ensure that LDAP entries within a particular subtree are accessible only to service instances that have been deployed to the identity domain that corresponds to that particular subtree.",9069979
9076168,2015-07-07,128,B2,Defining an authorizer in a virtual computing infrastructure,An authorizing entity is allowed to grant permission to a subject to perform an action on an object in a cloud computing environment. An authorizer is defined as the entity having granting authority to delegate a predetermined permission. A subject is defined as a group to whom the permission is being delegated. An object is defined upon which an action is authorized within the cloud computing environment. The action being authorized in the cloud computing environment is defined. Members of the subject group are authorized to perform the permitted action on the object.,9076168
9081951,2015-07-14,48,B2,"Mobile application, identity interface","Techniques for managing identities are provided. In some examples, identity management, authentication, authorization, and token exchange frameworks may be provided for use with mobile devices, mobile applications, cloud applications, and/or other web-based applications. For example a mobile client may request to perform one or more identity management operations associated with an account of a service provider. Based at least in part on the requested operation and/or the particular service provider, an application programming interface (API) may be utilized to generate and/or perform one or more instructions and/or method calls for managing identity information of the service provider.",9081951
9087352,2015-07-21,128,B2,Objects in a virtual computing infrastructure,An action is performed on an object in a cloud computing environment having a plurality of computing nodes. A policy path is determined from at least one permission within a policy of a customer. A first delegation path is determined from within the determined policy path. The first delegation path is directed to at least one object permission for the object upon which the action is to be performed. An authorized user is assigned from a second delegation path from within the determined policy path. The second delegation path is directed to at least one user permission for the action to be performed.,9087352
9160749,2015-10-13,14,B2,System and method for providing whitelist functionality for use with a cloud computing environment,"A system and method for providing whitelist functionality for use with a cloud computing environment. In accordance with an embodiment, software applications being deployed to the cloud are restricted from using certain classes or application program interfaces (APIs). During provisioning by, e.g., a Java cloud services (JCS) infrastructure, or another component of the cloud environment, an application's resources, such as its classes or API calls, can be matched against a whitelist of acceptable resources. If the application fails to be validated against the whitelist, it will not be deployed to the cloud, and the customer/user notified accordingly. In accordance with an embodiment, a whitelist functionality can be packaged within a software development kit (SDK), which customers/users can use during development of their applications, to verify that the applications will comply with, or successfully validate against the whitelist, prior to attempting to deploy the applications to the cloud.",9160749
9171323,2015-10-27,141,B2,Organizing data in a virtual computing infrastructure,"Organizing data in a cloud computing environment having a plurality of computing nodes is described. An authorization to service a request is received. The request may be from a user for launching an instance. In response to receiving the authorization and based on the request, an image list is determined. The image list includes information corresponding to a plurality of machine images. At least one machine image is identified from the image list associated with a functional requirement of the request. The instance is launched at the at least one computing node. The at least one machine image is updated after the instance has been launched.",9171323
9189224,2015-11-17,13,B2,Forming an upgrade recommendation in a cloud computing environment,"A method, system, and computer program product for forming cloud upgrade recommendations. The method commences by initiating an environment monitoring agent to run on a plurality of nodes within a cloud environment. The monitoring agent checks periodically for changes in the environment. When changes are detected, a process forms an upgrade recommendation, and sends the upgrade recommendation to recipients. An instance image includes a runnable copy of an environment monitoring agent, and nodes run respective instances of the environment monitoring agent. An upgrade recommendation comprises an upgrade path, which in turn includes recommendation of a processor model, or a device, and/or an operating system version, a software component, a middleware component, or a driver. The upgrade recommendation is formed based on a detected presence of at least one of, a directory on a file system, or a file on a file system or on the basis of detected port usage.",9189224
9201639,2015-12-01,2,B2,System and method for service definition packages for use with a cloud computing environment,"A system and method for providing service definition packages for use with a cloud computing environment. In accordance with an embodiment, a cloud platform enables provisioning of enterprise software applications (e.g., Fusion Middleware applications) within a cloud environment. In an embodiment, enterprise applications can be packaged as service definition packages (SDP). Each SDP can include an application binary component, a metadata defining the application's service characteristics and requirements, and a plugin that enables the SDP to be installed into the cloud platform. The SDP can also include a virtual assembly that defines a topology and configuration for a set of virtual appliances. The application, as defined by its SDP, can be instantiated as one or more services that are then accessible by other (e.g., customer) applications within the cloud environment.",9201639
9202239,2015-12-01,139,B2,Billing usage in a virtual computing infrastructure,Billing usage of a cloud computing environment is described. Usage is metered of one or more resources within the cloud computing environment by one or more users. The one or more users may be associated with at least one entity. The metered usage of one or more cloud resources is converted to a revenue-generating value. The revenue-generating value is billed to the at least one entity associated with the one or more users. Revenue is collected from the at least one entity for the metered usage of one or more cloud resources. The collected revenue is shared with a plurality of parties.,9202239
9203866,2015-12-01,194,B2,Overage framework for cloud services,"Provisioning, managing and tracking of services provided by a cloud infrastructure system are described. A subscription request from a customer for one or more services provided by the cloud infrastructure system is received. Resources for the requested services are then provisioned. Resource usage information for the resources is collected and an overuse of the resources provisioned to the services in the subscription request, by a customer is determined. The overage information is provided to the customer.",9203866
9218616,2015-12-22,141,B2,Granting access to a cloud computing environment using names in a virtual computing infrastructure,Access to resources in a cloud computing environment having a plurality of computing nodes is described. A group of users is defined within the cloud computing environment. A first name is assigned to the group. At least one subgroup of users is defined from within the group. A second name is assigned to the at least one subgroup. The second name follows a hierarchical naming structure of the form/group/subgroup.,9218616
9219749,2015-12-22,158,B2,Role-driven notification system including support for collapsing combinations,"Embodiments of the invention relate to a method of implementing role-driven notification. The method includes storing, by a cloud infrastructure system including computing devices, notification templates. Each of the notification templates are associated with a role. The method further includes determining that a user is associated with a first role and a second role, determining that the first role is associated with a first notification template and the second role is associated with a second notification template. Further, the method includes combining the first template and the second template to generate a third template, based on the third template, generating a notification. The method then, sends the notification to the user.",9219749
9231946,2016-01-05,36,B2,Mobile cloud service architecture,"Techniques are described for implementing a cloud computer system to facilitate communication between a computing device (e.g., a mobile computing device) and enterprise computer systems. In certain embodiments, the cloud computer system may receive, from a computing device, a request for a service provided by an enterprise computer system. The cloud computer system may determine security authentication of a user for the requested service. A security protocol may be determined for a requested enterprise computer system and a security token may be generated for the request according to the determined security protocol. The request may be sent to the requested enterprise computer system. In some embodiments, security authentication for a request to an enterprise computer system may be determined based on previous authentication. The cloud computer system may be configured to communicate with several different enterprise computer systems according to their supported protocols (e.g., communication protocol and/or security protocol).",9231946
9232339,2016-01-05,10,B2,Mobile push notification,Systems and methods are described herein that provide a mobile push notification system that sends notifications to various types of mobile devices using a single cloud based interface. One example embodiment includes a registration logic configured to receive device data from a mobile device. A record of the device data is stored in a database. A token generator creates a registration token that identifies the mobile device. The registration logic is facilitates communication between the mobile device and a vendor service when the registration token is received from the mobile device.,9232339
9239814,2016-01-19,49,B2,System and method for creating or reconfiguring a virtual server image for cloud deployment,"A system and method to convert a software application, such as a Java application into a virtual server image that is suitable for cloud deployment. In accordance with an embodiment, the system and method allows for building a hypervisor appliance containing a virtual machine running an application. In particular, the hypervisor appliance can be compatible with any hypervisor for server virtualization and the application virtual machine can be a Java Virtual Machine (JVM).",9239814
9250884,2016-02-02,18,B2,Automatic deployment of software applications to meet regulatory compliance requirements,"A method, system, and computer program product for cloud-based deployments of software applications that are monitored for compliance with regulatory requirements. One exemplary method commences upon receiving an indication of a compliance corpus such as HIPPA or SOX, then mapping the compliance corpus to one or more predetermined configurations of a virtual compliance platform. Any of the particular predetermined configurations include steps, operations, and/or rules for provisioning infrastructure (e.g., using cloud-resident resources). After provisioning the virtual compliance platform based on the predetermined configuration, the provisioning operations further deploys a compliance monitor. The compliance monitor encapsulates the software application within the compliance monitor so as to monitor and/or log the operation and performance of the software application with respect to the compliance regulations. In some cases, a virtual compliance platform includes a virtual machine.",9250884
9253113,2016-02-02,216,B2,Customizable model for throttling and prioritizing orders in a cloud environment,"A method for controlling the provisioning of a service associated with a customer order is disclosed. The method may comprise receiving, by a cloud infrastructure system, an order for a service from a plurality of service provided by the cloud infrastructure system, the cloud infrastructure system comprising one or more computing devices. Additionally, the method may comprise determining, by a computing device from the one or more computing devices, based upon a set of rules and system-related information, whether the order is to be forwarded for provisioning one or more resources for enabling the order. Then, based upon the determining, the method may forward the order for provisioning of the one or more resources or not forwarding the order for provisioning.",9253113
9268798,2016-02-23,15,B2,Support for cloud-based multi-tenant environments using connection labeling,"A system and method for connection labeling for use with connection pools, including support for cloud-based multi-tenant environments using connection labeling. In accordance with an embodiment, the system comprises a connection pool, including a plurality of connection objects which provide connections that software applications can use to make requests to access the database, wherein each of the connections can be labeled according to the configuration of particular applications; and a connection pool logic that identifies connections labeled as high-cost connections, and controls the creation or repurposing of high-cost connections to serve requests from the multiple tenants or tenant applications.",9268798
