patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_abstract,patent_id
9794328,2017-10-17,40,B1,"A transcoding service is described that is capable of transcoding or otherwise processing content, such as video, audio or multimedia content, by utilizing one or more pipelines. A pipeline can enable a user to submit transcoding jobs (or other processing jobs) into an available pipeline, where a transcoding service (or other such service) assigns one or more computing resources to process the jobs received to each pipeline. The transcoding service and the pipelines can be provided by at least one service provider (e.g., a cloud computing provider) or other such entity to a plurality of customers. A service provider can also provide the computing resources (e.g., servers, virtual machines, etc.) used to process the transcoding jobs from the pipelines.",9794328
9804890,2017-10-31,6,B1,"Approaches are described for enabling a user to specify one or more termination policies that can be used to select which instances in a group of virtual machines (or other compute resources) allocated to the user should be terminated first when scaling down the group of virtual machine instances. The termination policies can be utilized by an automatic scaling service when managing the resources in a multitenant shared resource computing environment, such as a cloud computing environment.",9804890
9811910,2017-11-07,23,B1,"Approaches are described for managing the processing of image or video data captured by a portable computing device. The device provides a set of images to a remote server executing “in the cloud”. The set of images can include a reference image and at least one other image captured subsequent or prior to the reference. Upon receiving the set of images at the remote server operating, the remote server can process the images to determine a similarity between the reference image and each of the other images. Thereafter, each image having a similarity value above a similarity value threshold can be aligned with the reference image, and the pixel values for corresponding locations in each of the images can be combined to create a processed image. The processed images can be provided to the computing device from the remote server, where the user can decide to accept or discard the image.",9811910
9818093,2017-11-14,21,B1,"A cloud wallet system may receive an indication from a third party system that a user has checked-in at a merchant. The cloud wallet system then determines whether the merchant has an account with the cloud wallet system so that a point-of-sale (POS) purchase can be processed via the user check-in. If the merchant has an account with the cloud wallet system, a user profile corresponding to the user is sent to the merchant and a point-of-sale transaction based on a third party user check-in may be processed by the merchant through the cloud wallet system.",9818093
9860303,2018-01-02,13,B1,"A cloud computing environment in which a plurality of data centers are populated through the launching of resources in a controlled manner. Parameters such as current usage, future projected usage and a future maximum capacity can be used decide in which data center to launch a resource. A data center can be chosen so as to minimize a possibility that the data center becomes constrained at a future point in time. Selection is such that an equal percentage of future capacity is maintained across data centers.",9860303
9888051,2018-02-06,16,B1,A system including one or more cloud computing units and a ground unit. The one or more cloud computing units may be configured to process video content. The ground unit may be configured to pre-process the video content and deliver the video content to the one or more cloud computing units.,9888051
9930051,2018-03-27,15,B1,"In a cloud environment, each host computer can have its own security service processor with an independent network interface for communicating with a remote server over a network. The security service processor can provide remote management and security functionalities for various devices connected using different buses on a platform in each host computer. The security service processor can provide a centralized mechanism to verify and authenticate firmware updates for various devices using different buses. A hardware interface can allow the security service processor to provide remote debugging and diagnostic capabilities. The security service processor can also provide some of the typical functionalities of a baseboard management controller or can be used in addition to the baseboard management controller.",9930051
9935937,2018-04-03,10,B1,"A method for implementing network security policies in a multi-tenant network environment may include receiving a request for implementation of at least one network security policy on one or more computing devices of a service provider cloud environment. The network security policy identified by the request may be retrieved. The network security policy may be encrypted using encrypting credentials of the one or more computing devices. Decrypting credentials corresponding to the encrypting credentials are stored in a Trusted Platform Module (TPM) within the one or more computing devices. The encrypted network security policy may be pushed to the one or more computing devices, for decryption and implementation at the one or more computing devices.",9935937
9940583,2018-04-10,19,B1,"This disclosure is directed at least partly to a cloud prediction device that provides information to a kiosk. The cloud prediction device may receive information from a user device associated with a user, such as travel information, itineraries, calendar events, emails, etc, which may be used to determine the information. The information may also include user preferences, user recommendations, and/or historical data that may be used to determine content to be provided by the kiosk for the user and/or other users. The kiosk may provide innovative user interfaces to engage a user and provide high speed data transfer of content to a user device associated with the user. The kiosk may be located in frequently visited locations such as travel terminals or public spaces.",9940583
9947333,2018-04-17,18,B1,"A voice interaction architecture has a hands-free, electronic voice controlled assistant that permits users to verbally request information from cloud services. The voice controlled assistant may be positioned in a room to receive voice commands from the user. The voice controlled assistant may also pick up background sources of speech, music, or other noise, such as from a television or stereo system, which may adversely impact the user's intended vocal input to the assistant. The assistant transmits the aggregated audio data (user command and background noise) over a network to the cloud services, which implements noise cancellation functionality to remove the background noise while isolating and preserving the user's command. Once isolated, the cloud serves can process and interpret the user input to perform some function, and return the response over the network to the voice controlled assistant for audible output to the user.",9947333
9985848,2018-05-29,78,B1,"Methods and apparatus for notification-based pricing of excess cloud capacity are disclosed. A system includes a resource manager and a plurality of resource instances, each of which has an interruptibility setting. In response to a first acquisition request, the resource manager allocates a first instance with a first interruptibility setting to a first client, allowing the resource manager to revoke the first client's access to the first instance without a notification. In response to an approval of a second acquisition request, the resource manager allocates a second instance with a second interruptibility setting to a second client, allowing the client to retain access to the instance for a delay interval after the second client receives an access revocation notification. Respective billing amounts for the clients' use of the instances are determined based on the interruptibility settings used.",9985848
9992086,2018-06-05,1268,B1,"Systems and methods are described to enable health checking of computing devices within a virtual private cloud (VPC) networking environment, without requiring that the devices be accessible via a public network address. An endpoint is placed within the VPC, which enables interaction with an external health checking system via a substrate network. The endpoint handles communications between the heath checking system and the VPC, and can modify data originating from the health checking system such that it appears to originate from the endpoint. Thus, from the viewpoint of the VPC, the endpoint itself may appear to be conducting health checking. Thus, external health checking can be used on a VPC without compromising the security of the VPC by requiring that a portion of the VPC be externally addressable.",9992086
